Case_ID,Region,Country,Pollutant_Type,Pollutant_Concentration_mg_kg,Soil_pH,Temperature_C,Humidity_%,Rainfall_mm,Crop_Type,Farming_Practice,Nearby_Industry,Water_Source_Type,Soil_Texture,Soil_Organic_Matter_%,Disease_Type,Disease_Severity,Health_Symptoms,Age_Group_Affected,Gender_Most_Affected,Mitigation_Measure,Case_Resolved,Follow_Up_Required,year,Soil_pH_ss,Rainfall_mm_ss
100640,0,3,4,1455,4.63,26.6,50.6,64.5,1,1,1,4,3,6.74,3,0,5,1,2,3,0,1,2024,-1.5725327385204593,-1.178424901684588
100641,5,2,2,2715,6.75,35.0,25.1,167.1,4,0,0,1,3,1.61,4,0,2,2,1,2,1,1,2024,0.24547705872345627,-0.288206806747454
100642,3,2,3,1709,8.25,33.2,25.8,141.9,1,3,4,3,0,5.73,4,1,2,1,2,2,1,0,2024,1.5318047454526416,-0.5068568651530658
100643,2,2,3,1117,7.83,38.5,65.9,149.4,1,1,4,0,3,2.93,1,0,4,0,0,2,0,0,2024,1.17163299316847,-0.4417824430085385
100644,4,7,4,288,5.92,24.5,70.7,263.3,5,1,3,0,3,1.17,0,1,1,1,0,3,0,0,2025,-0.4662909279333597,0.5464811146263502
100645,1,4,5,1095,5.23,15.5,82.0,16.8,0,1,4,2,0,4.48,3,0,2,2,1,4,1,1,2024,-1.0580016638287846,-1.592298226523782
100646,3,7,1,454,8.02,29.5,37.4,201.0,4,0,1,1,2,7.45,0,1,1,2,1,3,1,0,2024,1.3345678334874995,0.005929581345809631
100647,0,2,5,2681,5.38,41.0,90.1,366.6,3,0,2,4,3,6.54,0,1,3,2,2,2,0,0,2024,-0.9293688951558665,1.4427728222969736
100648,2,2,0,1761,6.11,36.3,59.8,271.0,0,1,3,2,1,4.57,2,0,0,2,2,2,1,0,2024,-0.30335608761432925,0.6132908546947315
100649,3,8,4,2030,7.8,15.1,82.5,216.1,5,3,1,3,0,8.52,2,2,2,2,1,1,1,0,2024,1.1459064394338858,0.1369460845967913
100650,2,7,1,1191,6.02,42.0,38.8,337.7,5,0,3,3,0,5.1,0,0,4,2,1,2,1,1,2024,-0.380535748818081,1.1920193823000613
100651,3,0,1,1413,5.73,30.1,44.4,15.7,3,2,1,3,0,3.08,4,1,3,0,2,3,1,0,2024,-0.6292257682523894,-1.6018424751049796
100652,1,2,1,15,8.41,43.8,49.6,291.3,0,0,3,3,0,3.79,1,0,3,0,0,1,1,1,2024,1.6690130320370882,0.789425623965919
100653,1,2,0,1864,7.72,43.1,50.0,313.3,2,3,4,0,1,3.03,4,2,5,2,0,4,0,0,2023,1.0773022961416625,0.9803105955898659
100654,2,4,5,2763,4.6,31.1,69.5,275.2,1,2,1,2,1,1.64,4,1,3,1,0,0,0,0,2024,-1.5982592922550432,0.6497325310956668
100655,2,1,5,2619,5.22,31.8,36.7,122.9,5,1,0,4,2,5.69,2,1,1,0,0,2,0,0,2024,-1.0665771817403131,-0.6717120679192018
100656,2,1,5,1151,5.14,16.0,51.4,302.9,3,0,0,2,2,9.03,4,2,1,0,0,3,1,0,2024,-1.1351813250325364,0.8900740635494543
100657,2,6,5,232,6.07,13.5,21.2,264.7,4,0,2,3,3,6.22,0,0,4,2,2,1,0,0,2025,-0.33765815926044085,0.5586283400933285
100658,0,3,0,432,5.44,10.8,82.6,389.9,5,1,0,0,0,1.79,3,1,4,1,0,4,1,1,2023,-0.8779157876866986,1.6449373604259716
100659,4,6,4,632,7.97,42.4,51.5,20.2,5,2,4,0,0,0.87,1,0,4,1,1,2,1,1,2025,1.29169024392986,-1.562797821818263
100660,3,9,2,1590,6.07,11.0,63.7,4.5,0,1,0,1,0,7.98,2,2,1,2,1,4,0,0,2023,-0.33765815926044085,-1.6990202788408069
100661,2,7,5,839,4.66,30.6,49.8,389.5,0,0,3,2,2,5.67,1,1,0,2,2,0,0,1,2023,-1.5468061847858752,1.6414667245782637
100662,4,2,5,761,7.34,19.5,87.8,149.9,2,3,2,2,1,5.72,4,2,1,2,0,3,1,0,2024,0.7514326155036024,-0.4374441481989033
100663,0,8,1,133,6.2,39.1,80.4,89.7,3,1,3,1,2,2.65,3,1,2,0,0,1,0,1,2024,-0.22617642641057822,-0.9597748432789762
100664,0,0,0,2292,8.22,13.3,53.8,135.0,0,1,0,2,2,8.77,0,2,0,1,1,2,0,0,2024,1.5060781917180586,-0.566725333526031
100665,2,2,0,229,5.34,36.3,23.8,197.0,1,3,3,0,3,4.7,4,2,1,1,0,1,1,0,2024,-0.9636709668019782,-0.028776777131271622
100666,2,4,4,916,6.08,28.5,32.1,228.8,2,1,3,1,1,8.15,4,2,4,0,2,3,0,1,2024,-0.32908264134891313,0.24713877276152443
100667,1,7,0,2113,5.12,15.2,40.1,144.4,5,2,2,4,0,4.38,3,2,5,1,2,1,1,0,2023,-1.1523323608555918,-0.48516539110489004
100668,3,7,5,1891,4.73,11.2,49.4,278.9,5,0,2,3,0,2.34,3,2,2,1,1,4,0,1,2024,-1.4867775594051797,0.6818359126869669
100669,4,1,4,1785,5.54,41.0,87.2,118.9,4,3,4,4,0,2.68,4,1,3,2,2,2,0,0,2023,-0.7921606085714199,-0.706418426396283
100670,4,1,1,1136,5.46,33.5,82.0,269.2,4,2,3,3,1,8.33,2,2,1,0,1,3,1,1,2024,-0.8607647518636432,0.5976729933800449
100671,3,9,5,1101,5.13,35.8,47.0,268.5,0,3,2,0,0,3.07,2,2,4,2,1,2,0,1,2024,-1.143756842944064,0.5915993806465558
100672,0,6,5,221,8.47,15.5,94.1,390.9,5,0,0,4,3,8.04,4,2,3,1,0,0,1,1,2024,1.7204661395062562,1.6536139500452418
100673,3,9,3,1834,6.81,40.3,41.7,187.1,5,0,0,3,2,6.38,4,0,3,0,1,2,1,1,2024,0.29693016619262336,-0.11467501436204777
100674,1,1,1,1134,6.21,21.6,62.3,340.2,0,0,0,1,1,2.41,2,0,1,0,0,2,0,0,2023,-0.2176009084990505,1.213710856348237
100675,5,7,3,2605,7.26,38.8,61.7,311.8,3,0,1,0,0,0.65,2,1,5,1,0,1,0,0,2024,0.6828284722113791,0.9672957111609605
100676,3,2,3,2298,4.66,41.1,94.4,117.6,2,0,1,4,1,2.5,2,1,1,0,0,0,1,0,2024,-1.5468061847858752,-0.7176979929013345
100677,3,9,4,2134,5.51,40.3,27.7,50.4,2,2,1,1,0,9.8,3,2,2,2,2,1,0,0,2023,-0.8178871623060039,-1.3007648153162994
100678,3,7,0,1875,7.89,21.4,70.7,237.7,2,0,0,0,1,6.23,4,1,0,0,0,0,0,1,2025,1.223086100637637,0.32436042037303003
100679,2,8,4,1896,6.8,25.0,40.7,307.4,0,2,2,4,0,2.65,4,1,1,1,2,3,1,1,2023,0.28835464828109564,0.9291187168361708
100680,4,7,0,1915,5.43,31.9,76.0,87.5,1,3,0,4,0,1.07,4,2,2,1,2,3,1,1,2023,-0.8864913055982271,-0.9788633404413709
100681,2,8,1,359,6.92,39.7,23.4,293.7,4,3,4,3,2,3.74,1,1,5,2,1,2,1,0,2024,0.39126086321943054,0.8102494390521675
100682,1,3,2,1313,8.22,21.6,54.9,5.5,1,3,1,3,1,1.28,0,2,5,0,1,4,1,1,2023,1.5060781917180586,-1.6903436892215367
100683,4,9,4,710,4.61,32.1,52.0,219.3,0,2,4,3,0,2.16,4,2,5,2,1,0,0,0,2025,-1.5896837743435146,0.16471117137845645
100684,0,7,1,810,7.16,43.8,23.8,356.2,3,1,3,0,3,5.98,0,2,5,2,2,3,0,0,2025,0.5970732930961004,1.352536290256562
100685,0,4,3,1560,6.5,12.4,26.7,240.4,3,3,2,4,0,3.74,0,1,1,2,2,3,1,1,2023,0.031089110935258703,0.34778721234506
100686,5,8,4,2552,6.13,15.0,73.6,117.3,5,0,4,3,0,5.49,2,0,0,1,0,3,0,0,2023,-0.2862050517912738,-0.7203009697871156
100687,4,6,2,1935,8.1,37.7,70.7,271.9,4,2,3,0,3,9.49,0,0,0,1,2,4,0,1,2024,1.4031719767797228,0.6210997853520747
100688,5,0,2,809,4.5,19.5,36.3,264.7,0,1,3,3,0,6.52,3,1,2,2,0,1,1,1,2025,-1.6840144713703218,0.5586283400933285
100689,2,5,5,1649,4.56,35.5,44.3,266.0,0,3,0,1,2,5.79,3,0,4,1,2,1,1,1,2024,-1.6325613639011547,0.56990790659838
100690,2,6,2,947,5.04,13.3,82.4,367.4,1,3,4,0,0,6.67,2,0,0,0,1,0,1,0,2024,-1.220936504147815,1.4497140939923896
100691,0,1,5,282,6.11,35.5,78.5,47.3,4,3,2,0,1,0.5,0,2,2,2,2,2,0,1,2024,-0.30335608761432925,-1.3276622431360376
100692,1,5,0,1972,5.93,18.9,21.0,216.1,4,2,1,2,0,8.59,0,0,4,0,0,0,0,0,2023,-0.45771541002183197,0.1369460845967913
100693,3,1,0,2679,6.76,28.0,26.4,219.5,3,1,3,4,0,4.11,0,1,4,1,0,4,1,0,2023,0.254052576634984,0.16644648930231043
100694,4,3,1,1689,6.05,18.4,27.1,126.0,4,3,2,0,2,1.42,2,1,4,1,0,3,0,0,2024,-0.35480919508349706,-0.6448146400994639
100695,0,7,1,482,8.45,25.5,59.9,349.4,0,2,4,1,3,9.96,2,1,5,1,1,3,1,1,2023,1.703315103683199,1.293535480845524
100696,0,6,0,1617,7.75,21.4,42.9,161.1,2,0,2,0,0,6.89,2,2,0,1,0,4,1,0,2024,1.1030288498762466,-0.3402663444630759
100697,1,5,1,1894,5.76,14.7,67.4,51.3,4,0,2,4,2,6.0,4,2,1,1,1,3,1,0,2023,-0.6034992145178063,-1.2929558846589564
100698,4,7,3,1922,7.3,36.4,85.5,200.0,0,2,0,3,2,7.44,4,2,3,2,2,1,1,1,2024,0.7171305438574908,-0.0027470082734606825
100699,5,4,1,1734,5.25,10.9,41.3,177.2,4,3,3,1,2,6.36,4,1,3,2,0,2,1,0,2024,-1.040850628005729,-0.2005732515928239
100700,2,6,3,2377,5.28,14.4,92.3,43.2,4,2,3,3,3,5.05,4,2,3,0,0,0,1,1,2025,-1.0151240742711451,-1.3632362605750457
100701,2,0,0,1629,6.67,13.0,24.3,42.2,3,0,0,2,2,6.06,3,2,3,1,2,2,1,0,2025,0.17687291543123299,-1.3719128501943159
100702,2,2,0,1492,5.43,32.3,81.5,16.6,3,3,3,0,0,5.23,4,2,5,0,2,4,1,1,2024,-0.8864913055982271,-1.5940335444476361
100703,1,4,1,1907,5.51,20.8,66.0,359.2,2,3,4,0,3,8.19,0,2,5,0,2,2,0,0,2024,-0.8178871623060039,1.3785660591143731
100704,2,7,1,1620,7.42,22.8,68.1,186.5,5,3,3,0,2,2.3,2,2,3,2,2,0,1,1,2025,0.8200367587958257,-0.1198809681336099
100705,3,5,3,1942,6.73,22.6,88.4,8.4,2,0,1,2,1,3.5,4,2,1,1,1,1,1,0,2023,0.22832602290040083,-1.6651815793256526
100706,5,5,4,151,7.57,34.6,44.9,270.3,1,0,3,1,2,4.26,1,2,5,0,0,3,1,0,2025,0.9486695274687446,0.6072172419612424
100707,4,1,5,2099,6.32,24.4,90.1,100.4,0,1,0,2,3,1.64,4,1,1,2,1,3,1,0,2024,-0.1232702114722433,-0.8669353343527838
100708,0,8,3,1626,8.38,23.2,24.7,135.7,4,2,4,4,3,5.31,0,0,0,2,0,3,0,1,2025,1.6432864783025052,-0.5606517207925419
100709,2,2,0,426,7.13,44.9,53.9,141.9,5,3,4,1,0,4.31,0,1,1,1,1,1,0,1,2023,0.5713467393615165,-0.5068568651530658
100710,2,5,4,311,8.03,24.5,49.0,263.9,0,2,3,0,2,4.7,3,2,0,2,2,3,1,0,2023,1.3431433513990272,0.5516870683979122
100711,5,3,0,1807,4.75,38.5,90.5,259.5,5,0,0,0,3,9.57,3,0,3,0,0,1,0,0,2023,-1.4696265235821242,0.513510074073123
100712,1,2,5,404,6.41,31.1,63.6,160.6,1,0,3,2,0,3.71,4,2,4,0,0,2,1,1,2024,-0.0460905502684923,-0.34460463927271107
100713,2,2,0,345,6.07,15.7,75.1,83.5,4,1,3,4,0,1.06,4,0,5,0,0,2,0,0,2023,-0.33765815926044085,-1.0135696989184522
100714,1,2,5,1517,6.88,40.5,63.3,138.2,0,3,4,4,0,8.13,1,1,2,2,2,3,0,0,2024,0.3569587915733189,-0.5389602467443662
100715,5,4,5,1482,4.82,29.8,88.1,158.5,3,0,2,3,0,3.32,0,2,4,0,1,2,1,0,2023,-1.4095978982014288,-0.36282547747317867
100716,5,2,0,380,5.11,25.1,64.7,32.2,2,3,1,2,3,9.43,0,0,1,1,1,0,0,0,2024,-1.1609078787671194,-1.458678746387019
100717,0,5,3,2097,6.85,39.0,26.0,190.7,1,0,4,3,2,6.49,2,1,1,2,1,0,1,1,2025,0.331232237838735,-0.0834392917326747
100718,4,8,5,2319,7.63,19.7,90.6,49.7,0,3,4,0,0,8.81,0,0,3,2,2,1,0,0,2025,1.0001226349379115,-1.3068384280497887
100719,3,8,5,2713,5.21,35.3,23.0,162.2,2,0,4,0,1,5.4,3,2,3,0,0,0,1,0,2024,-1.0751526996518408,-0.3307220958818786
100720,2,2,1,1610,8.24,33.5,56.1,323.9,0,3,0,0,3,9.53,2,1,1,2,0,4,0,0,2025,1.523229227541114,1.0722824455541309
100721,2,8,4,55,8.43,13.0,81.1,112.1,0,3,2,4,2,1.76,2,1,3,0,0,4,0,1,2024,1.6861640678601437,-0.7654192358073213
100722,3,0,3,1214,7.08,23.3,24.1,239.8,5,0,4,2,1,9.07,4,0,2,2,2,2,0,1,2024,0.5284691498038772,0.34258125857349786
100723,0,2,3,1059,5.37,25.5,23.6,328.2,2,0,4,2,3,8.35,1,2,4,1,1,2,1,0,2023,-0.9379444130673942,1.1095917809169933
100724,2,0,4,1632,5.91,38.0,61.6,330.4,1,2,2,1,3,6.5,0,1,0,2,1,2,1,0,2024,-0.4748664458448874,1.1286802780793879
100725,5,2,3,2191,6.89,24.5,91.8,216.4,5,1,2,0,1,6.25,1,0,2,0,1,4,0,0,2023,0.3655343094848466,0.1395490614825725
100726,0,3,4,593,7.0,30.0,33.9,23.8,3,3,1,2,0,6.24,1,0,4,0,1,4,1,1,2024,0.45986500651165385,-1.5315620991888899
100727,3,5,1,2128,6.59,17.9,70.0,32.0,2,2,1,4,0,4.7,2,0,3,1,2,2,1,0,2024,0.1082687721390097,-1.4604140643108732
100728,3,1,1,433,5.24,17.1,49.0,20.5,5,1,1,3,0,4.28,2,0,1,1,2,1,1,1,2024,-1.049426145917257,-1.5601948449324818
100729,1,7,3,1402,6.43,23.4,82.9,58.1,0,2,3,3,1,5.3,3,0,4,0,1,0,0,0,2023,-0.02893951444543686,-1.2339550752479183
100730,2,8,3,166,4.78,30.1,62.5,351.2,2,1,2,0,1,5.8,1,2,5,0,0,0,0,0,2024,-1.4438999698475403,1.3091533421602106
100731,4,9,2,2684,4.69,13.4,23.3,74.1,2,3,3,4,0,5.64,4,2,1,2,2,2,1,0,2024,-1.5210796310512913,-1.0951296413395932
100732,1,2,1,1799,4.68,43.1,83.2,118.6,1,0,4,1,3,1.23,4,1,1,1,2,0,1,0,2024,-1.5296551489628198,-0.7090214032820642
100733,4,9,1,462,5.01,14.3,58.9,98.3,1,1,0,2,0,3.9,1,1,4,2,2,0,0,1,2024,-1.246663057882399,-0.8851561725532515
100734,0,4,1,2759,7.24,43.2,30.7,152.9,0,2,1,0,2,5.77,1,2,4,1,1,0,1,0,2024,0.6656774363883237,-0.4114143793410924
100735,5,3,1,206,4.52,33.5,68.1,164.3,3,3,0,1,1,5.15,1,2,4,1,0,0,0,0,2024,-1.6668634355472665,-0.31250125768141074
100736,5,9,1,1146,4.6,21.7,33.3,39.4,0,0,0,2,0,9.59,1,0,5,0,0,0,0,1,2024,-1.5982592922550432,-1.396207301128273
100737,2,5,4,1664,7.41,21.0,49.5,94.8,4,2,4,1,2,1.42,3,2,1,2,0,4,0,1,2024,0.8114612408842979,-0.9155242362206977
100738,2,1,2,486,7.69,33.7,61.0,190.0,0,0,1,0,2,9.26,1,0,3,1,2,1,1,1,2023,1.0515757424070795,-0.08951290446616382
100739,5,3,3,193,5.62,22.2,78.7,397.0,3,2,2,3,2,2.79,3,2,5,0,1,3,1,1,2024,-0.7235564652791966,1.706541146722791
100740,4,4,1,2445,7.82,17.9,49.9,163.9,5,3,2,4,1,9.79,0,2,2,0,2,2,1,0,2023,1.163057475256942,-0.3159718935291189
100741,3,8,5,492,7.7,21.7,74.8,168.0,5,2,0,0,3,5.99,0,2,5,2,2,4,1,1,2023,1.0601512603186072,-0.2803978760901107
100742,5,1,2,2334,7.72,40.3,24.5,276.8,4,3,1,3,0,1.83,4,0,0,1,0,4,0,0,2025,1.0773022961416625,0.6636150744864995
100743,1,7,5,1148,6.69,24.1,59.0,398.6,4,2,1,4,2,1.78,4,1,5,0,0,3,0,0,2024,0.1940239512542892,1.7204236901136236
100744,2,0,1,1877,6.08,14.7,31.9,379.7,0,3,1,4,3,8.86,3,2,2,2,0,1,1,1,2025,-0.32908264134891313,1.5564361463094145
100745,3,3,3,2521,8.47,17.3,46.7,267.7,0,1,4,3,0,5.1,3,2,3,2,0,2,0,0,2023,1.7204661395062562,0.5846581089511395
100746,1,3,1,1154,5.93,30.8,63.2,64.6,1,1,2,3,3,4.98,1,0,0,2,1,2,0,0,2024,-0.45771541002183197,-1.177557242722661
100747,2,2,1,1523,6.78,17.4,75.7,10.1,2,0,2,1,0,3.87,4,0,3,2,0,3,0,0,2024,0.2712036124580402,-1.650431376972893
100748,3,9,1,2176,6.76,19.1,72.1,227.0,0,1,0,3,0,8.06,1,2,5,2,0,0,1,1,2023,0.254052576634984,0.23152091144683778
100749,1,1,0,2039,6.94,27.1,30.0,104.5,2,1,1,4,0,4.48,4,2,1,0,1,3,1,0,2024,0.40841189904248676,-0.8313613169137756
100750,2,8,1,1663,6.55,20.1,20.5,198.5,3,0,0,2,1,3.21,1,2,3,0,1,1,1,1,2023,0.07396670049289807,-0.01576189270236615
100751,4,0,4,2038,4.6,30.5,90.6,69.8,0,1,1,2,3,4.98,0,0,5,1,2,1,1,1,2024,-1.5982592922550432,-1.1324389767024556
100752,5,0,4,249,7.0,29.3,50.6,208.6,0,2,2,2,0,9.02,2,0,2,2,1,1,1,1,2023,0.45986500651165385,0.07187166245226397
100753,2,1,2,535,4.59,40.2,63.3,356.3,2,2,4,1,2,6.17,0,1,1,2,0,4,0,0,2024,-1.6068348101665708,1.3534039492184893
100754,0,7,4,2266,6.22,36.2,88.5,228.8,3,3,4,1,3,2.22,2,0,1,0,1,3,0,0,2024,-0.20902539058752279,0.24713877276152443
100755,1,2,4,737,5.29,18.6,43.0,222.1,4,3,2,3,1,6.09,3,0,1,1,1,2,0,0,2024,-1.0065485563596175,0.1890056223124132
100756,1,9,3,1177,6.96,12.9,26.6,68.7,2,0,4,0,1,5.42,0,2,5,2,2,4,1,1,2023,0.4255629348655422,-1.1419832252836526
100757,4,0,2,581,5.63,24.0,80.9,5.5,4,0,0,2,3,6.67,0,1,1,1,1,0,0,1,2024,-0.7149809473676689,-1.6903436892215367
100758,3,8,2,1858,7.69,42.6,21.5,61.5,0,2,3,3,1,8.92,3,2,1,1,2,2,0,0,2023,1.0515757424070795,-1.204454670542399
100759,2,3,2,1259,6.76,33.2,70.9,372.7,0,2,3,4,2,9.97,3,1,1,2,1,2,1,0,2025,0.254052576634984,1.4957000189745222
100760,1,0,2,2001,5.65,40.8,23.7,92.4,4,2,2,0,0,9.03,2,0,4,2,2,1,0,0,2024,-0.6978299115446127,-0.9363480513069463
100761,1,9,4,697,5.38,14.8,84.4,200.0,5,3,1,0,3,6.91,3,1,3,0,1,2,0,1,2024,-0.9293688951558665,-0.0027470082734606825
100762,0,5,5,652,7.53,36.6,43.4,164.3,4,3,2,0,1,2.49,2,1,1,1,1,3,0,0,2023,0.9143674558226329,-0.31250125768141074
100763,2,2,2,2725,7.08,42.7,42.8,312.8,1,1,3,4,2,7.78,2,1,4,0,1,2,1,0,2024,0.5284691498038772,0.9759723007802308
100764,2,4,4,1912,8.36,23.8,29.8,268.7,3,0,0,4,1,7.43,0,2,3,1,2,4,0,1,2024,1.626135442479448,0.5933346985704098
100765,4,3,1,1594,5.33,27.7,43.4,171.0,3,2,1,2,0,6.63,4,2,2,0,1,4,0,1,2023,-0.9722464847135058,-0.25436810723229974
100766,3,9,4,2068,5.43,24.2,40.2,79.5,5,2,0,1,1,7.94,3,2,2,1,2,3,1,1,2024,-0.8864913055982271,-1.0482760573955334
100767,5,3,0,2531,5.98,36.3,87.3,338.4,2,1,0,0,1,2.24,3,1,5,2,2,3,0,0,2024,-0.4148378204641919,1.1980929950335504
100768,4,1,3,2674,6.01,21.9,24.7,194.5,3,2,1,1,2,1.54,2,1,1,1,2,1,1,1,2024,-0.3891112667296087,-0.05046825117944741
100769,0,8,3,678,5.77,38.3,85.7,121.0,2,1,4,0,0,8.66,4,2,5,1,0,1,1,0,2024,-0.5949236966062785,-0.6881975881958154
100770,2,6,1,2397,7.56,15.1,71.8,378.0,0,1,1,3,1,6.98,4,2,1,1,0,3,1,0,2024,0.940094009557216,1.541685943956655
100771,0,8,0,908,6.5,32.6,58.3,48.0,3,0,1,1,3,3.46,2,1,2,2,1,3,1,0,2025,0.031089110935258703,-1.3215886304025484
100772,4,5,4,2246,7.95,14.8,91.4,131.5,4,0,2,4,1,6.79,1,2,0,2,1,3,1,0,2024,1.2745392081068048,-0.5970933971934771
100773,2,6,1,2089,7.75,43.1,43.5,343.4,1,2,0,4,3,1.75,0,0,1,0,2,3,0,1,2023,1.1030288498762466,1.241475943129902
100774,1,2,3,1956,7.47,33.7,38.9,349.2,2,0,4,0,2,2.1,2,1,1,1,2,1,1,0,2024,0.862914348353465,1.29180016292167
100775,4,9,4,144,7.37,26.6,83.7,153.4,0,1,0,1,2,2.1,2,1,5,0,0,4,0,1,2025,0.7771591692381863,-0.4070760845314572
100776,1,4,3,2343,6.7,16.6,74.0,204.4,4,2,0,3,3,6.24,1,0,3,2,1,2,1,1,2023,0.20259946916581692,0.03542998605132874
100777,0,0,1,1267,7.81,39.0,73.2,42.2,3,0,2,2,2,8.47,2,2,5,1,2,3,0,1,2023,1.1544819573454137,-1.3719128501943159
100778,0,5,5,1863,7.29,22.7,85.9,290.1,3,1,4,1,2,1.57,0,0,5,0,1,0,0,0,2025,0.7085550259459631,0.7790137164227947
100779,3,0,3,1128,8.05,11.7,92.1,271.7,5,0,4,3,3,6.5,1,2,0,2,0,3,0,1,2023,1.3602943872220843,0.6193644674282207
100780,3,5,4,745,5.5,43.0,42.4,310.2,5,1,2,4,3,4.23,1,1,0,1,2,3,1,1,2023,-0.8264626802175316,0.9534131677701277
100781,1,9,3,370,4.54,29.0,93.2,147.7,5,3,1,3,3,3.89,0,1,0,0,1,3,0,0,2024,-1.6497123997242102,-0.4565326453612982
100782,0,7,4,953,6.58,25.4,86.0,202.2,5,3,3,0,0,5.32,0,0,4,2,1,3,0,1,2024,0.09969325422748199,0.016341488888933907
100783,1,7,2,368,8.43,18.7,25.5,265.3,4,2,2,3,3,6.16,4,0,4,0,1,0,1,0,2023,1.6861640678601437,0.5638342938648908
100784,3,6,0,1145,6.19,37.5,34.7,328.1,3,1,4,3,3,6.66,1,1,0,1,1,1,1,0,2024,-0.23475194432210594,1.1087241219550665
100785,5,5,2,1158,6.33,19.0,76.4,205.1,4,3,1,0,2,3.55,1,0,2,2,2,2,0,0,2024,-0.11469469356071559,0.041503598784817866
100786,5,2,3,1656,8.48,25.2,89.1,138.0,5,1,3,2,2,1.02,2,1,3,2,0,1,0,1,2023,1.7290416574177838,-0.5406955646682201
100787,3,9,1,557,6.17,17.7,20.0,366.0,5,1,3,3,2,8.52,1,0,1,1,2,2,1,1,2023,-0.25190298014516216,1.4375668685254113
100788,5,7,3,2062,5.17,14.2,25.1,289.6,3,3,1,0,1,9.32,1,0,2,1,1,3,0,1,2025,-1.1094547712979523,0.7746754216131596
100789,5,9,0,1189,4.98,27.9,46.2,149.9,2,3,2,2,2,6.4,4,1,4,0,1,3,0,1,2025,-1.2723896116169822,-0.4374441481989033
100790,5,3,2,1995,4.94,11.2,94.6,93.1,3,2,0,2,0,1.01,1,2,3,1,0,3,1,1,2025,-1.3066916832630937,-0.9302744385734572
100791,0,5,5,517,4.66,23.7,80.2,136.5,0,2,3,0,1,4.72,0,1,3,0,1,2,0,0,2023,-1.5468061847858752,-0.5537104490971255
100792,2,6,4,1878,6.54,40.2,85.0,4.0,2,1,1,3,1,7.89,2,1,4,1,0,2,1,1,2023,0.06539118258137035,-1.703358573650442
100793,4,8,0,1266,8.46,26.9,94.0,301.8,0,1,3,1,2,2.86,0,0,5,2,0,1,1,0,2024,1.7118906215947283,0.8805298149682573
100794,4,5,1,1477,8.47,40.0,27.3,282.5,3,1,3,1,2,3.78,3,0,0,0,0,0,0,0,2024,1.7204661395062562,0.7130716353163401
100795,1,9,4,17,6.11,18.2,81.4,134.9,5,0,3,2,1,8.36,3,1,3,1,0,2,0,0,2024,-0.30335608761432925,-0.567592992487958
100796,1,8,4,4,5.73,18.4,37.5,27.3,1,3,4,4,1,2.28,4,2,0,2,0,2,1,0,2023,-0.6292257682523894,-1.5011940355214437
100797,5,7,2,1532,5.67,24.6,48.3,350.4,4,0,1,3,1,9.1,4,1,2,0,2,2,0,0,2023,-0.6806788757215573,1.3022120704647941
100798,1,0,2,1349,5.82,13.7,91.5,24.1,5,1,3,1,2,3.33,1,1,1,0,0,0,1,0,2024,-0.5520461070486384,-1.5289591223031087
100799,2,9,3,820,5.78,15.8,78.7,49.0,2,3,4,0,2,6.53,3,0,5,1,2,1,0,1,2023,-0.5863481786947501,-1.312912040783278
100800,3,2,1,337,4.78,41.8,34.3,328.5,5,2,3,3,2,5.67,0,1,5,0,1,4,0,1,2025,-1.4438999698475403,1.1121947578027747
100801,2,2,0,211,8.32,18.6,84.5,67.5,3,1,0,0,2,8.61,0,2,0,2,0,0,1,0,2024,1.5918333708333372,-1.1523951328267772
100802,5,6,3,29,6.55,36.9,90.1,363.7,4,1,3,4,2,8.29,1,0,2,2,0,0,0,0,2024,0.07396670049289807,1.4176107124010895
100803,1,6,2,2479,5.3,19.9,41.7,150.8,4,0,4,4,0,4.24,1,2,4,0,2,0,0,1,2024,-0.9979730384480898,-0.42963521754156
100804,5,5,1,1494,5.14,34.2,32.6,124.1,0,1,4,0,2,5.28,4,2,3,1,1,0,0,0,2025,-1.1351813250325364,-0.6613001603760775
100805,4,9,0,2235,7.46,32.6,31.7,218.8,1,2,1,1,2,1.33,2,2,3,1,2,3,1,1,2025,0.8543388304419374,0.1603728765688213
100806,5,0,5,1043,6.15,11.4,40.5,382.3,4,2,3,0,0,9.56,0,0,2,2,1,2,1,0,2025,-0.2690540159682176,1.5789952793195174
100807,0,1,0,971,4.67,16.3,49.4,379.1,2,0,0,2,1,1.84,1,1,4,1,2,0,0,0,2024,-1.5382306668743475,1.5512301925378527
100808,3,9,4,2126,4.93,44.3,48.6,310.1,5,0,1,2,2,3.75,3,1,1,1,2,0,0,1,2024,-1.3152672011746223,0.952545508808201
100809,4,3,5,1751,5.27,15.1,90.4,367.1,4,3,1,0,3,8.93,4,2,2,2,1,4,0,1,2024,-1.0236995921826737,1.447111117106609
100810,3,3,4,1747,7.73,12.4,45.1,125.5,3,0,0,1,0,6.54,3,2,4,2,1,2,0,0,2025,1.085877814053191,-0.649152934909099
100811,2,3,0,984,5.09,30.9,81.1,152.8,1,2,4,1,3,1.76,3,2,4,2,2,4,0,0,2023,-1.1780589145901756,-0.41228203830301935
100812,3,6,5,536,5.45,20.5,68.2,240.4,1,1,4,0,1,7.11,4,2,4,2,2,4,0,1,2024,-0.8693402697751709,0.34778721234506
